Car title,Drive distance,Price,Link
Infiniti EX 37,178474 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/infiniti-ex-37/1727416064
2010 Ford Explorer Sport Trac ADRENALIN,276999 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2010-ford-explorer-sport-trac-adrenalin/1713132985
2014 Jaguar XF turbo AWD (224475KM),224475KM,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-jaguar-xf-turbo-awd-224475km/1731038101
1 Ton Dump Truck,118000 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/1-ton-dump-truck/1729220169
2011 Yukon Denali,218691 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2011-yukon-denali/1731272001
2005 F350 c&c DRW 4x4,260440 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2005-f350-c-c-drw-4x4/1731276069
2015 VW Golf TSI TRADES FOR OTHER VEHICLES WELCOME ,196000 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-vw-golf-tsi-trades-for-other-vehicles-welcome/1731267379
2008 Ford Ranger Sport 2WD 3.0L V6,140000 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-ford-ranger-sport-2wd-3-0l-v6/1730315766
2009 BMW 328xi AWD 6-speed manual ,183831 km,10000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2009-bmw-328xi-awd-6-speed-manual/1729291714
Dodge Grand Caravan,221000 km,10500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/dodge-grand-caravan/1728982715
2015 Hyundai Genesis Ultimate,246000 km,10500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-hyundai-genesis-ultimate/1728871689
TOYOTA VAN,201000 km,10500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/toyota-van/1729631573
"2014 Buick Enclave Awd, 7seat.",270000 km,10500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-buick-enclave-awd-7seat/1731600748
2008 Dodge Calibre SRT4,125000 km,11000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-dodge-calibre-srt4/1729580481
2014 f150 5.0L,230000 km,11000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-f150-5-0l/1730311335
2015 Chev Equinox LT AWD,148620 km,11000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-chev-equinox-lt-awd/1731098989
2013 Dodge Ram 1500 Bighorn,326251 km,11500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-dodge-ram-1500-bighorn/1730216602
2008 Lincoln Mark LT,328000 km,11500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-lincoln-mark-lt/1730064291
2015 Jeep Grand Cherokee Limited ,223000 km,11500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-jeep-grand-cherokee-limited/1731480178
2008 Ford Explorer Sport Trac,220000 km,11900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-ford-explorer-sport-trac/1731013113
2017 Sante Fe XL V6,232000 km,11900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-sante-fe-xl-v6/1730146177
2017 Subaru Forester,270000 km,12000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-subaru-forester/1727338338
2013 dodge 1500,235079 km,12000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-dodge-1500/1730993617
"2008 Ford Ranger Manuel 4×4 _173,000 km","173,000 km",12000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-ford-ranger-manuel-4-4-_173-000-km/1730664010
F-150 XLT 5.0L,176533 km,12000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/f-150-xlt-5-0l/1730965569
2014 6.7 cummins 3500,280000 km,12345.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-6-7-cummins-3500/1731367686
2008 Ford Lariat F350 Super Duty XL,320000 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-ford-lariat-f350-super-duty-xl/1730928275
2014 Hyundai Santa Fe xl limited for sale,172000 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-hyundai-santa-fe-xl-limited-for-sale/1730798196
Kia Soul,126000 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/kia-soul/1728512459
2012 YUKON XL 2500 SLE,305000 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2012-yukon-xl-2500-sle/1727644690
2016 Dodge Journey RT AWD,149500 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-dodge-journey-rt-awd/1729665464
2014 Dodge C/V,138000 km,12500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-dodge-c-v/1731208059
2020 Dodge Grand Caravan GT,210000 km,12900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-dodge-grand-caravan-gt/1731538052
2010 Toyota Venza AWD V6 - 3.5L Engine - Dealership Maintained,209300 km,12900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2010-toyota-venza-awd-v6-3-5l-engine-dealership-maintained/1731616051
2002 Ford F 350,304000 km,12999.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2002-ford-f-350/1729738689
2007 GMC Sierra 1500,224000 km,13000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-gmc-sierra-1500/1729229397
2008 lexus is250,127000 km,13000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-lexus-is250/1731065912
2007 dodge ram 2500 5.9 litre Cummins diesel,300000 km,13000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-dodge-ram-2500-5-9-litre-cummins-diesel/1728026500
2004 Chevy Duramax LLY 3500,283000 km,13000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2004-chevy-duramax-lly-3500/1729141528
Ram 2500 Laramie,417500 km,13500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/ram-2500-laramie/1729966819
2009 Ford Explorer sports Trac adrenalin 4.6l v8,219000 km,13500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2009-ford-explorer-sports-trac-adrenalin-4-6l-v8/1710874479
2005 F350 service body,266400 km,13900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2005-f350-service-body/1731367571
2014 Volkswagen Touareg 3.6,145000 km,13999.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-volkswagen-touareg-3-6/1729846410
2015 Dodge journey,119000 km,14000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-dodge-journey/1731495506
2010 Silverado 1500,280000 km,14000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2010-silverado-1500/1730207094
97 Lincoln Mark Viii,166000 km,14000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/97-lincoln-mark-viii/1731324575
2016 Jeep Grand Cherokee Limited,211460 km,14250.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-jeep-grand-cherokee-limited/1731612384
2015 Dodge Ram Big Horn ( rebuilt motor 120000km) $14500 OBO,120000km,14500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-dodge-ram-big-horn-rebuilt-motor-120000km-14500-obo/1731142709
BMW X5 35i 2015,203180 km,14800.0,https://www.kijiji.ca/v-cars-trucks/red-deer/bmw-x5-35i-2015/1730949541
Volkswagen Sportwagen 2016,94000 km,14800.0,https://www.kijiji.ca/v-cars-trucks/red-deer/volkswagen-sportwagen-2016/1730019091
2014 Audi Q7 AWD Luxury SUV,228800 km,14900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-audi-q7-awd-luxury-suv/1729282978
Duramax Diesel 2500 Chev,332000 km,14900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/duramax-diesel-2500-chev/1728968587
20176 Ford Expedition,256946 km,14999.0,https://www.kijiji.ca/v-cars-trucks/red-deer/20176-ford-expedition/1731262859
2008 Chevrolet 2500 LTZ Duramax,405000 km,15000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-chevrolet-2500-ltz-duramax/1726839107
2011 Ram 5500,240000 km,15000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2011-ram-5500/1731366792
I sold my business and bought a car!!,117500 km,15000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/i-sold-my-business-and-bought-a-car/1731310008
Kia Sportage with new engine and warranty,132000 km,15200.0,https://www.kijiji.ca/v-cars-trucks/red-deer/kia-sportage-with-new-engine-and-warranty/1731187242
2015 Jeep Cherokee,182500 km,15500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-jeep-cherokee/1728978906
2013 Honda Civic Touring,139500 km,15500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-honda-civic-touring/1731144910
2003 Ford F550 Deck Truck,108400 km,15900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2003-ford-f550-deck-truck/1722770151
2018 Hyundai Ioniq Hybrid Limited,48023 km,15900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-hyundai-ioniq-hybrid-limited/1730151280
FOR SALE  MERCEDES  ML 550 2012,135500 km,16000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/for-sale-mercedes-ml-550-2012/1716700222
2010 Ford Explorer Sport Trac Adrenalin,217000 km,16000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2010-ford-explorer-sport-trac-adrenalin/1705150648
2018 Ford Escape,77320 km,16000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-ford-escape/1729182651
2016 mini cooper,89395 km,16000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-mini-cooper/1729744231
2018 chevrolet Silverado 1500 double cab Z71,282000 km,16500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-chevrolet-silverado-1500-double-cab-z71/1727170390
2014 F150XLT 4X4  long box 3.5 Ecoboost,209284 km,16500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-f150xlt-4x4-long-box-3-5-ecoboost/1729036271
2014 Chrysler 300 S AWD HEMI Low kms,122000 km,16500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-chrysler-300-s-awd-hemi-low-kms/1729033606
2017 Hyundai SantaFE Sport 2.0t,90265 km,16888.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-hyundai-santafe-sport-2-0t/1729452500
HONDA CRV EX 2015,139654 km,17000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/honda-crv-ex-2015/1731545647
2019 Dodge Carvan,192500 km,17000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-dodge-carvan/1730454420
2004 F350 Crew Cab Diesel,206600 km,17800.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2004-f350-crew-cab-diesel/1730165265
"2011 Ford F-250 SuperDuty Crew Cab –Ready to Work, Haul & Enjoy!",237000 km,17900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2011-ford-f-250-superduty-crew-cab-ready-to-work-haul-enjoy/1729310660
2015 Honda Pilot ,231100 km,17900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-honda-pilot/1731558099
2012 Ford F-150 Platinum Ecoboost,199250 km,17900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2012-ford-f-150-platinum-ecoboost/1728221670
INFINITI QX80,213000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/infiniti-qx80/1729476233
2018 GMC Savana cargo,170000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-gmc-savana-cargo/1730673887
2013 Lexus IS 250 AWD ,150000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-lexus-is-250-awd/1730098807
Beautiful and very well maintained 2019 VW Tiguan Comfortline,156000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/beautiful-and-very-well-maintained-2019-vw-tiguan-comfortline/1731064848
2003 Hummer H2,244000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2003-hummer-h2/1730437219
TRADE FOR HALF TON OR CASH ,230000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/trade-for-half-ton-or-cash/1729307989
2013 GMC Sierra SLT,249000 km,18000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-gmc-sierra-slt/1726120393
2001 Ford F250 platinum ,476600 km,18500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2001-ford-f250-platinum/1731294938
2017 Ram 1500,160000 km,18500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-ram-1500/1731300694
2014 Jeep Grand Cherokee Summit ,109500 km,18895.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-jeep-grand-cherokee-summit/1730539464
Active title,230000 km,19000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/active-title/1729894669
2017 Jeep Cherokee Trail Hawk,190000 km,19000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-jeep-cherokee-trail-hawk/1729936523
2016 Nissan Murano Platinum – MINT Condition,149000 km,19500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-nissan-murano-platinum-mint-condition/1730254335
2015 f150,282993 km,19500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-f150/1727412034
2007 Dodge Ram 3500 Quad Cab Longbox,472272 km,19700.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-dodge-ram-3500-quad-cab-longbox/1730443594
2018 Lincoln MKX Reserve,172000 km,19900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-lincoln-mkx-reserve/1731266895
Honda Civic Sedan,58900 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/honda-civic-sedan/1731073621
2014 Ram 1500 Sport Crew Cab,235500 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-ram-1500-sport-crew-cab/1731544464
2014 Jeep Grand Cherokee ,168000 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-jeep-grand-cherokee/1729365606
2004 chevy 1500 silverado prerunner,352513 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2004-chevy-1500-silverado-prerunner/1674268894
2017 Audi Q5 For Sale,173284 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-audi-q5-for-sale/1720700716
2009 ford 250-5.4l xlt,144500 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2009-ford-250-5-4l-xlt/1730240975
2020 Ford Escape SE,117000 km,20000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-ford-escape-se/1726999445
2021 Volkswagen Atlas Cross Sport,180000 km,20495.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2021-volkswagen-atlas-cross-sport/1730283366
2007 Ford F250 6.0 Powerstroke,150000 km,20500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-ford-f250-6-0-powerstroke/1728829880
1985 Suzuki SJ413K Samurai,52160 km,20500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/1985-suzuki-sj413k-samurai/1731089586
2011 Dodge Ram 3500 Diesel,379920 km,21500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2011-dodge-ram-3500-diesel/1730198424
2017 GMC sierra 6.2,230000 km,21500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-gmc-sierra-6-2/1730096144
2018 ram 1500,153000 km,22000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-ram-1500/1730929010
2016 Jeep Wrangler Sahara,174126 km,22500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-jeep-wrangler-sahara/1726892472
2019 VW Tiguan R-line,156000 km,23000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-vw-tiguan-r-line/1731420929
2018 GMC Sierra 1500 6.2L,241000 km,23000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-gmc-sierra-1500-6-2l/1726733358
"Audi Q7-2018 S-line,Tecknik",160000 km,23000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/audi-q7-2018-s-line-tecknik/1725422108
2014 GMC Sierra 1500,125000 km,23000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-gmc-sierra-1500/1731543483
2020 Toyota Corolla XLE,111562 km,23000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-toyota-corolla-xle/1728971701
2014 GMC Serra 2500 Duramax. 8’box Crewcab. ,256485 km,23500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-gmc-serra-2500-duramax-8-box-crewcab/1731324056
2018 JAGUAR F PACE Diesel 20D AWD IN CAESIUM BLUE,125000 km,24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-jaguar-f-pace-diesel-20d-awd-in-caesium-blue/1716312575
2018 Audi A4,101500 km,24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-audi-a4/1731107113
"Ford F-450 4X4 Cab & Chassis Diesel 22,000 kms Original","22,000 km",24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/ford-f-450-4x4-cab-chassis-diesel-22-000-kms-original/1730755251
2019 VW Atlas Execuline- 6 seater,193000 km,24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-vw-atlas-execuline-6-seater/1731305832
"2007,1/2 Chev 3500 Dually",361000 km,24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-1-2-chev-3500-dually/1729578406
2007 Dodge Ram 3500,204000 km,24000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2007-dodge-ram-3500/1731550412
2017 Ford F150 XLT 4x4,155000 km,24900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-ford-f150-xlt-4x4/1731517217
2021 Buick Envision Avenir - impeccable condition,137000 km,24900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2021-buick-envision-avenir-impeccable-condition/1731610028
2020 Nissan Qashqai SL AWD private sale-no accident-fully loaded,97000 km,24900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-nissan-qashqai-sl-awd-private-sale-no-accident-fully-loaded/1730550781
"Nissan Pathfinder Platinum, Low KMs, Mint Condition!!!",104800 km,24999.0,https://www.kijiji.ca/v-cars-trucks/red-deer/nissan-pathfinder-platinum-low-kms-mint-condition/1731238843
2005 GMC Sierra 2500 HD SLE Crew Cab Diesel,257667 km,25000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2005-gmc-sierra-2500-hd-sle-crew-cab-diesel/1728919253
2005 ram 2500 diesel 5.9,455 km,25000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2005-ram-2500-diesel-5-9/1729508753
2015 Mercedes c300 AWD,86000 km,25000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-mercedes-c300-awd/1731453237
4th gen dodge cummins 6.7,413000 km,25000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/4th-gen-dodge-cummins-6-7/1729524952
2016 Ram 1500 limited,265000 km,25000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2016-ram-1500-limited/1730519260
For sale gmc sierra ,400000 km,25500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/for-sale-gmc-sierra/1729599318
2024 Nissan Versa,25031 km,26250.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2024-nissan-versa/1729256419
Mercedes-Benz E Class 2016,118502 km,26500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/mercedes-benz-e-class-2016/1726962134
2019 Dodge Ram 1500 Classic,103500 km,26500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-dodge-ram-1500-classic/1729464438
2022 Audi Q3 luxury SUV,97500 km,27000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-audi-q3-luxury-suv/1731225240
Sprinter Van,320000 km,27000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/sprinter-van/1724806095
Great Condition Chevrolet Tahoe,172000 km,27500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/great-condition-chevrolet-tahoe/1730219651
Chevy 1500,136300 km,27500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/chevy-1500/1731101286
"2014 Mobility venture MV-1 DX , low kms",56650 km,27500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2014-mobility-venture-mv-1-dx-low-kms/1731163926
2018 Audi A5 (Sportback),80000 km,28000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-audi-a5-sportback/1731582009
2021 Subaru Outback MD2TP Abyss Blue,104250 km,28500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2021-subaru-outback-md2tp-abyss-blue/1730393411
2018 Ram 1500 SXT Crew Cab,235000 km,28500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2018-ram-1500-sxt-crew-cab/1731595344
2024 Hyundai Kona Preferred,47600 km,28500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2024-hyundai-kona-preferred/1729798052
Compound Turbo LMM,464000 km,29000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/compound-turbo-lmm/1730235025
2017 lifted chevy 1500 highcountry,220000 km,29000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-lifted-chevy-1500-highcountry/1730722422
Escalade platinum,22000 km,29500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/escalade-platinum/1731541911
2008 Ram 2500 6.7L Cummins,240000 km,29800.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2008-ram-2500-6-7l-cummins/1731377262
Porsche Cayenne,126000 km,29900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/porsche-cayenne/1726050436
2023 Toyota Corolla Hybrid LE AWD,59000 km,29900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-toyota-corolla-hybrid-le-awd/1731564815
2011 Dodge Ram 2500 Laramie G56 Manual ,420000 km,30000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2011-dodge-ram-2500-laramie-g56-manual/1730971256
2023 Subaru BRZ 6MT,29000 km,30000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-subaru-brz-6mt/1731019069
"2020 Toyota Camry SE Upgrade AWD - Mint, Clean Carfax, 61,000km","61,000km",30500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-toyota-camry-se-upgrade-awd-mint-clean-carfax-61-000km/1731099515
2022 Tesla Model 3 Long Range,76000 km,31000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-tesla-model-3-long-range/1730488686
Jeep Wrangler,66272 km,31900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/jeep-wrangler/1730157869
Ford F150 XTR 2020,130000 km,32000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/ford-f150-xtr-2020/1730259646
1997 Chevrolet Cheyenne 2500. Diesel. Stick shift. 156681 km.,156681 km,32000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/1997-chevrolet-cheyenne-2500-diesel-stick-shift-156681-km/1725940213
Chrysler 300 C HEMI RWD 2005,8681 km,32500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/chrysler-300-c-hemi-rwd-2005/1728802736
2023 Subaru Crosstrek - Outdoor,24500 km,32500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-subaru-crosstrek-outdoor/1730975861
2019 Ram 1500 Big Horn,156000 km,33000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-ram-1500-big-horn/1728123696
F 350--- 6.7 deleted,270000 km,33000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/f-350-6-7-deleted/1731482428
2022 Pacifica Touring L | 32k km | Leather | Stow ’n Go | FWD,32600 km,33000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-pacifica-touring-l-32k-km-leather-stow-n-go-fwd/1730437276
2019 Nissan NV3500 Passenger HD SL,181715 km,33400.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-nissan-nv3500-passenger-hd-sl/1731119004
"2015 Toyota 4Runner 5/7 pass, SR5 premium, leather, upgrades, BL",177000 km,33950.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2015-toyota-4runner-5-7-pass-sr5-premium-leather-upgrades-bl/1731604941
2017 yukon SLT,125290 km,35000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2017-yukon-slt/1731583511
REDUCED 2013 Custom Jeep JK8 Rubicon,66100 km,35000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/reduced-2013-custom-jeep-jk8-rubicon/1728096513
"2019 Land Rover DISCOVERY HSE LUXURY Edition, Diesel",145000 km,35200.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-land-rover-discovery-hse-luxury-edition-diesel/1731142892
Extremely nice Power Wagon. Original owner,157567 km,35300.0,https://www.kijiji.ca/v-cars-trucks/red-deer/extremely-nice-power-wagon-original-owner/1729735073
2022 GMC Canyon Elevation,90999 km,38900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-gmc-canyon-elevation/1727987957
Ford F-150,90000 km,39000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/ford-f-150/1731556503
2020 Ram 1500 Classic,27500 km,39500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-ram-1500-classic/1730979170
2013 c63 amg,91486 km,40000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2013-c63-amg/1731024264
Durango SRT,155000 km,40000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/durango-srt/1725335139
2022 ford explorer ST PLEASE READ I WONT RESPOND if its in ad,92813 km,41000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-ford-explorer-st-please-read-i-wont-respond-if-its-in-ad/1729795841
2024 Jeep Willy,36000 km,43900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2024-jeep-willy/1731342168
2022 HONDA PILOT TOURING 7-PASSENGER,79000 km,43900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-honda-pilot-touring-7-passenger/1730972384
2023 Jeep Wrangler Unlimited,7000 km,47900.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-jeep-wrangler-unlimited/1730010014
2024 Kia Telluride EX AWD – Well Maintained – Highway Driven – L,68000 km,50000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2024-kia-telluride-ex-awd-well-maintained-highway-driven-l/1730804363
2022 Ram Night Edition Laramie ,74000 km,54500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-ram-night-edition-laramie/1731510580
Freightliner FL70,133240 km,55000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/freightliner-fl70/1731185193
2023 Ford F150 SuperCrew Cab,15817 km,55000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-ford-f150-supercrew-cab/1722830307
2012 Dodge Diesel 3500 Dually Longhorn Welding Rig,216000 km,55000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2012-dodge-diesel-3500-dually-longhorn-welding-rig/1731218626
2019 Chevy Silverado 3500hd Ltz ,221000 km,57000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2019-chevy-silverado-3500hd-ltz/1729219855
GR Supra,34000 km,58000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/gr-supra/1731265488
2024 Toyota Tundra,26000 km,59000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2024-toyota-tundra/1731208451
Dodge ram heavy duty dully,145971 km,59500.0,https://www.kijiji.ca/v-cars-trucks/red-deer/dodge-ram-heavy-duty-dully/1728626072
Toyota Tacoma TRD off-road 2025,9000 km,60000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/toyota-tacoma-trd-off-road-2025/1730520681
2023 Ford Bronco 2 Door Black Diamond,4100 km,62000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-ford-bronco-2-door-black-diamond/1729132868
Toyota 4Runner TRD off road,58900 km,63000.0,https://www.kijiji.ca/v-cars-trucks/red-deer/toyota-4runner-trd-off-road/1731085733
2023 dodge ram 1500,43000 km,69997.0,https://www.kijiji.ca/v-cars-trucks/red-deer/2023-dodge-ram-1500/1730148003
